,Plot.ID,Species,n,rel.freq,Class,X,Y
1,BA10,Chestnut oak,6,0.75,Canopy,-78.178317,38.555405
2,BA10,Hickory,1,0.125,Canopy,-78.178317,38.555405
3,BA10,Red maple,1,0.125,Canopy,-78.178317,38.555405
4,BA11,Chestnut oak,2,0.2,Canopy,-78.176861,38.5542
5,BA11,Hickory,2,0.2,Canopy,-78.176861,38.5542
6,BA11,Red maple,2,0.2,Canopy,-78.176861,38.5542
7,BA11,Red oak,1,0.1,Canopy,-78.176861,38.5542
8,BA11,Sweet birch,2,0.2,Canopy,-78.176861,38.5542
9,BA11,White pine,1,0.1,Canopy,-78.176861,38.5542
10,BA12,Eastern redcedar,1,0.166666667,Canopy,-78.178147,38.551184
11,BA12,Red maple,2,0.333333333,Canopy,-78.178147,38.551184
12,BA12,Tulip poplar,3,0.5,Canopy,-78.178147,38.551184
13,BA13,Black locust,1,0.166666667,Canopy,-78.17906,38.54947
14,BA13,Eastern redcedar,1,0.166666667,Canopy,-78.17906,38.54947
15,BA13,Tulip poplar,1,0.166666667,Canopy,-78.17906,38.54947
16,BA13,Virginia pine,3,0.5,Canopy,-78.17906,38.54947
17,BA13A,Hickory,1,0.166666667,Canopy,-78.179579,38.550865
18,BA13A,Red maple,1,0.166666667,Canopy,-78.179579,38.550865
19,BA13A,Tulip poplar,2,0.333333333,Canopy,-78.179579,38.550865
20,BA13A,Virginia pine,1,0.166666667,Canopy,-78.179579,38.550865
21,BA13A,White oak,1,0.166666667,Canopy,-78.179579,38.550865
22,BA2,Eastern hemlock,1,0.125,Canopy,-78.186778,38.549867
23,BA2,Red maple,2,0.25,Canopy,-78.186778,38.549867
24,BA2,Red oak,1,0.125,Canopy,-78.186778,38.549867
25,BA2,Sweet birch,1,0.125,Canopy,-78.186778,38.549867
26,BA2,Tulip poplar,1,0.125,Canopy,-78.186778,38.549867
27,BA2,White oak,1,0.125,Canopy,-78.186778,38.549867
28,BA2,White pine,1,0.125,Canopy,-78.186778,38.549867
29,BA3,Hickory,3,0.5,Canopy,-78.189005,38.548276
30,BA3,Tulip poplar,1,0.166666667,Canopy,-78.189005,38.548276
31,BA3,White oak,2,0.333333333,Canopy,-78.189005,38.548276
32,BA4,Black walnut,1,0.142857143,Canopy,-78.185226,38.552771
33,BA4,Hickory,5,0.714285714,Canopy,-78.185226,38.552771
34,BA4,Post oak,1,0.142857143,Canopy,-78.185226,38.552771
35,BA5,Black oak,1,0.166666667,Canopy,-78.18802,38.5543
36,BA5,Hickory,2,0.333333333,Canopy,-78.18802,38.5543
37,BA5,Red maple,2,0.333333333,Canopy,-78.18802,38.5543
38,BA5,Tulip poplar,1,0.166666667,Canopy,-78.18802,38.5543
39,BA7,Black oak,1,0.090909091,Canopy,-78.18992,38.558188
40,BA7,Blackgum,1,0.090909091,Canopy,-78.18992,38.558188
41,BA7,Red oak,1,0.090909091,Canopy,-78.18992,38.558188
42,BA7,Tulip poplar,1,0.090909091,Canopy,-78.18992,38.558188
43,BA7,White pine,7,0.636363636,Canopy,-78.18992,38.558188
44,BA8,Black oak,1,0.125,Canopy,-78.190431,38.560391
45,BA8,Red maple,2,0.25,Canopy,-78.190431,38.560391
46,BA8,Tulip poplar,4,0.5,Canopy,-78.190431,38.560391
47,BA8,White pine,1,0.125,Canopy,-78.190431,38.560391
48,BH10,Hickory,5,0.625,Canopy,-78.18865501,38.58322526
49,BH10,Red oak,2,0.25,Canopy,-78.18865501,38.58322526
50,BH10,White oak,1,0.125,Canopy,-78.18865501,38.58322526
51,BH11,Hickory,3,0.75,Canopy,-78.18845702,38.5846322
52,BH11,Mulberry,1,0.25,Canopy,-78.18845702,38.5846322
53,BH12,Hickory,2,0.4,Canopy,-78.19000499,38.5841209
54,BH12,Persimmon,1,0.2,Canopy,-78.19000499,38.5841209
55,BH12,White oak,2,0.4,Canopy,-78.19000499,38.5841209
56,BH5,Hickory,2,0.5,Canopy,-78.18864891,38.57920457
57,BH5,Red oak,1,0.25,Canopy,-78.18864891,38.57920457
58,BH5,White oak,1,0.25,Canopy,-78.18864891,38.57920457
59,BH8,Blackgum,1,0.25,Canopy,-78.18821994,38.58057698
60,BH8,Hickory,3,0.75,Canopy,-78.18821994,38.58057698
61,BH9,Ailanthus,1,0.25,Canopy,-78.1879161,38.58195625
62,BH9,Sweet birch,1,0.25,Canopy,-78.1879161,38.58195625
63,BH9,Tulip poplar,2,0.5,Canopy,-78.1879161,38.58195625
64,BN1,Chestnut oak,1,0.111111111,Canopy,-78.16694849,38.58688147
65,BN1,Red maple,1,0.111111111,Canopy,-78.16694849,38.58688147
66,BN1,Sweet birch,2,0.222222222,Canopy,-78.16694849,38.58688147
67,BN1,Tulip poplar,5,0.555555556,Canopy,-78.16694849,38.58688147
68,BN10,Black locust,1,0.333333333,Canopy,-78.1745449,38.58667268
69,BN10,Red oak,1,0.333333333,Canopy,-78.1745449,38.58667268
70,BN10,Tulip poplar,1,0.333333333,Canopy,-78.1745449,38.58667268
71,BN11,Blackgum,1,0.2,Canopy,-78.17227227,38.58382048
72,BN11,Chestnut oak,1,0.2,Canopy,-78.17227227,38.58382048
73,BN11,Hickory,1,0.2,Canopy,-78.17227227,38.58382048
74,BN11,Tulip poplar,1,0.2,Canopy,-78.17227227,38.58382048
75,BN11,White pine,1,0.2,Canopy,-78.17227227,38.58382048
76,BN12,Chestnut oak,2,0.333333333,Canopy,-78.16896708,38.58535318
77,BN12,Red maple,1,0.166666667,Canopy,-78.16896708,38.58535318
78,BN12,White pine,3,0.5,Canopy,-78.16896708,38.58535318
79,BN14,Hickory,1,0.142857143,Canopy,-78.16926998,38.5863201
80,BN14,Red maple,1,0.142857143,Canopy,-78.16926998,38.5863201
81,BN14,Sweet birch,3,0.428571429,Canopy,-78.16926998,38.5863201
82,BN14,Tulip poplar,2,0.285714286,Canopy,-78.16926998,38.5863201
83,BN15,Black oak,1,0.2,Canopy,-78.1728146,38.58511498
84,BN15,Hickory,1,0.2,Canopy,-78.1728146,38.58511498
85,BN15,Tulip poplar,3,0.6,Canopy,-78.1728146,38.58511498
86,BN2,Black locust,1,0.333333333,Canopy,-78.17054423,38.5855242
87,BN2,Hickory,1,0.333333333,Canopy,-78.17054423,38.5855242
88,BN2,White oak,1,0.333333333,Canopy,-78.17054423,38.5855242
89,BN3,Hickory,2,0.666666667,Canopy,-78.17397497,38.58400707
90,BN3,Red oak,1,0.333333333,Canopy,-78.17397497,38.58400707
91,BN4,Black oak,1,0.166666667,Canopy,-78.17604931,38.58680683
92,BN4,Hickory,2,0.333333333,Canopy,-78.17604931,38.58680683
93,BN4,Red oak,1,0.166666667,Canopy,-78.17604931,38.58680683
94,BN4,Tulip poplar,2,0.333333333,Canopy,-78.17604931,38.58680683
95,BN5,Black oak,2,0.2,Canopy,-78.17263268,38.58810222
96,BN5,Blackgum,2,0.2,Canopy,-78.17263268,38.58810222
97,BN5,Hickory,1,0.1,Canopy,-78.17263268,38.58810222
98,BN5,Red maple,1,0.1,Canopy,-78.17263268,38.58810222
99,BN5,Red oak,2,0.2,Canopy,-78.17263268,38.58810222
100,BN5,Tulip poplar,2,0.2,Canopy,-78.17263268,38.58810222
101,BN6,Dogwood,1,0.2,Canopy,-78.16906067,38.58941263
102,BN6,Hickory,1,0.2,Canopy,-78.16906067,38.58941263
103,BN6,Sweet birch,1,0.2,Canopy,-78.16906067,38.58941263
104,BN6,Tulip poplar,2,0.4,Canopy,-78.16906067,38.58941263
105,BN8,Blackgum,2,0.222222222,Canopy,-78.16820377,38.58983726
106,BN8,Sweet birch,1,0.111111111,Canopy,-78.16820377,38.58983726
107,BN8,White pine,6,0.666666667,Canopy,-78.16820377,38.58983726
108,BN9,Blackgum,1,0.333333333,Canopy,-78.17130794,38.58824803
109,BN9,Chestnut oak,1,0.333333333,Canopy,-78.17130794,38.58824803
110,BN9,White oak,1,0.333333333,Canopy,-78.17130794,38.58824803
111,BU1,Black oak,2,0.285714286,Canopy,-78.17656221,38.58223068
112,BU1,Blackgum,3,0.428571429,Canopy,-78.17656221,38.58223068
113,BU1,Red maple,2,0.285714286,Canopy,-78.17656221,38.58223068
114,BU10,Chestnut oak,1,0.166666667,Canopy,-78.17936884,38.57299552
115,BU10,Hickory,5,0.833333333,Canopy,-78.17936884,38.57299552
116,BU3,Hickory,3,1,Canopy,-78.17728686,38.57716045
117,BU4,Ailanthus,1,0.333333333,Canopy,-78.17609277,38.57524744
118,BU4,Tulip poplar,2,0.666666667,Canopy,-78.17609277,38.57524744
119,BU8,Ailanthus,4,0.444444444,Canopy,-78.18484856,38.57288159
120,BU8,Black cherry,2,0.222222222,Canopy,-78.18484856,38.57288159
121,BU8,Red maple,1,0.111111111,Canopy,-78.18484856,38.57288159
122,BU8,Tulip poplar,2,0.222222222,Canopy,-78.18484856,38.57288159
123,BU9,Black locust,2,0.333333333,Canopy,-78.18492793,38.56794906
124,BU9,Hickory,1,0.166666667,Canopy,-78.18492793,38.56794906
125,BU9,Tulip poplar,3,0.5,Canopy,-78.18492793,38.56794906
126,BW1,Black cherry,1,0.25,Canopy,-78.19703,38.5693
127,BW1,Black gum,2,0.5,Canopy,-78.19703,38.5693
128,BW1,Black walnut,1,0.25,Canopy,-78.19703,38.5693
129,CR12,Ailanthus,3,0.272727273,Canopy,-78.219012,38.564658
130,CR12,Red maple,7,0.636363636,Canopy,-78.219012,38.564658
131,CR12,White oak,1,0.090909091,Canopy,-78.219012,38.564658
132,CR2,Black cherry,1,0.1,Canopy,-78.211759,38.564195
133,CR2,Blackgum,1,0.1,Canopy,-78.211759,38.564195
134,CR2,Blackhaw,1,0.1,Canopy,-78.211759,38.564195
135,CR2,Hickory,3,0.3,Canopy,-78.211759,38.564195
136,CR2,Red maple,1,0.1,Canopy,-78.211759,38.564195
137,CR2,Red oak,2,0.2,Canopy,-78.211759,38.564195
138,CR2,Sassafras,1,0.1,Canopy,-78.211759,38.564195
139,CR3,Black locust,1,0.2,Canopy,-78.212646,38.562205
140,CR3,Hickory,3,0.6,Canopy,-78.212646,38.562205
141,CR3,Persimmon,1,0.2,Canopy,-78.212646,38.562205
142,CR4,Hickory,2,0.333333333,Canopy,-78.215285,38.563199
143,CR4,Red maple,2,0.333333333,Canopy,-78.215285,38.563199
144,CR4,Tulip poplar,2,0.333333333,Canopy,-78.215285,38.563199
145,CR5,Walnut,2,1,Canopy,-78.21414,38.561834
146,CR6,Blackgum,2,0.333333333,Canopy,-78.214129,38.565336
147,CR6,Red maple,2,0.333333333,Canopy,-78.214129,38.565336
148,CR6,Tulip poplar,2,0.333333333,Canopy,-78.214129,38.565336
149,FL1,Ailanthus,3,0.5,Canopy,-78.20325722,38.63546991
150,FL1,Black cherry,1,0.166666667,Canopy,-78.20325722,38.63546991
151,FL1,Hackberry,1,0.166666667,Canopy,-78.20325722,38.63546991
152,FL1,Mulberry,1,0.166666667,Canopy,-78.20325722,38.63546991
153,FL10,Ailanthus,1,0.125,Canopy,-78.20475436,38.63386269
154,FL10,Black oak,1,0.125,Canopy,-78.20475436,38.63386269
155,FL10,Hickory,2,0.25,Canopy,-78.20475436,38.63386269
156,FL10,Red maple,1,0.125,Canopy,-78.20475436,38.63386269
157,FL10,Red oak,1,0.125,Canopy,-78.20475436,38.63386269
158,FL10,Sassafras,1,0.125,Canopy,-78.20475436,38.63386269
159,FL10,White oak,1,0.125,Canopy,-78.20475436,38.63386269
160,FL11,Black oak,1,0.166666667,Canopy,-78.20597131,38.63162464
161,FL11,Blackgum,1,0.166666667,Canopy,-78.20597131,38.63162464
162,FL11,Tulip poplar,1,0.166666667,Canopy,-78.20597131,38.63162464
163,FL11,White oak,3,0.5,Canopy,-78.20597131,38.63162464
164,FL2,Black cherry,2,0.5,Canopy,-78.20518141,38.63400567
165,FL2,Hickory,1,0.25,Canopy,-78.20518141,38.63400567
166,FL2,Red maple,1,0.25,Canopy,-78.20518141,38.63400567
167,FL3,Boxelder,1,0.076923077,Canopy,-78.20692369,38.63291757
168,FL3,Hickory,2,0.153846154,Canopy,-78.20692369,38.63291757
169,FL3,Red maple,6,0.461538462,Canopy,-78.20692369,38.63291757
170,FL3,Sweet birch,1,0.076923077,Canopy,-78.20692369,38.63291757
171,FL3,Tulip poplar,3,0.230769231,Canopy,-78.20692369,38.63291757
172,FL4,Ailanthus,4,0.4,Canopy,-78.20539943,38.63129704
173,FL4,Black cherry,2,0.2,Canopy,-78.20539943,38.63129704
174,FL4,Hickory,3,0.3,Canopy,-78.20539943,38.63129704
175,FL4,Red maple,1,0.1,Canopy,-78.20539943,38.63129704
176,FL5,Dogwood,1,0.25,Canopy,-78.20706672,38.63029763
177,FL5,Hickory,1,0.25,Canopy,-78.20706672,38.63029763
178,FL5,Tulip poplar,1,0.25,Canopy,-78.20706672,38.63029763
179,FL5,Unknown,1,0.25,Canopy,-78.20706672,38.63029763
180,FL8,Black cherry,1,0.25,Canopy,-78.20378725,38.63254875
181,FL8,Dogwood,1,0.25,Canopy,-78.20378725,38.63254875
182,FL8,Sassafras,1,0.25,Canopy,-78.20378725,38.63254875
183,FL8,Tulip poplar,1,0.25,Canopy,-78.20378725,38.63254875
184,FL9,Black cherry,1,0.142857143,Canopy,-78.20322248,38.63504511
185,FL9,Blackgum,2,0.285714286,Canopy,-78.20322248,38.63504511
186,FL9,Red maple,2,0.285714286,Canopy,-78.20322248,38.63504511
187,FL9,Tulip poplar,2,0.285714286,Canopy,-78.20322248,38.63504511
188,FM1,Chestnut oak,2,0.2,Canopy,-78.20337762,38.61993806
189,FM1,White pine,8,0.8,Canopy,-78.20337762,38.61993806
190,FM10,Chestnut oak,2,0.5,Canopy,-78.19872507,38.62971619
191,FM10,Red maple,1,0.25,Canopy,-78.19872507,38.62971619
192,FM10,White oak,1,0.25,Canopy,-78.19872507,38.62971619
193,FM2,Blackgum,2,0.5,Canopy,-78.20525799,38.62232039
194,FM2,Hickory,1,0.25,Canopy,-78.20525799,38.62232039
195,FM2,Tulip poplar,1,0.25,Canopy,-78.20525799,38.62232039
196,FM3,Red maple,7,0.466666667,Canopy,-78.20257623,38.62387657
197,FM3,Tulip poplar,8,0.533333333,Canopy,-78.20257623,38.62387657
198,FM4,Chestnut oak,2,0.25,Canopy,-78.20431593,38.62630573
199,FM4,Hickory,2,0.25,Canopy,-78.20431593,38.62630573
200,FM4,Red maple,2,0.25,Canopy,-78.20431593,38.62630573
201,FM4,Tulip poplar,1,0.125,Canopy,-78.20431593,38.62630573
202,FM4,White pine,1,0.125,Canopy,-78.20431593,38.62630573
203,FM5,Hickory,1,0.5,Canopy,-78.20632015,38.62872779
204,FM5,Hornbeam,1,0.5,Canopy,-78.20632015,38.62872779
205,FM6,Black oak,2,0.4,Canopy,-78.20909381,38.62727256
206,FM6,Chestnut oak,1,0.2,Canopy,-78.20909381,38.62727256
207,FM6,White pine,2,0.4,Canopy,-78.20909381,38.62727256
208,FM7,Chestnut oak,2,0.666666667,Canopy,-78.20720401,38.62486471
209,FM7,Sweet birch,1,0.333333333,Canopy,-78.20720401,38.62486471
210,FM9,Ash,1,0.037037037,Canopy,-78.20198681,38.6277055
211,FM9,Blackgum,1,0.037037037,Canopy,-78.20198681,38.6277055
212,FM9,Eastern hemlock,1,0.037037037,Canopy,-78.20198681,38.6277055
213,FM9,Hickory,1,0.037037037,Canopy,-78.20198681,38.6277055
214,FM9,Hornbeam,2,0.074074074,Canopy,-78.20198681,38.6277055
215,FM9,Red maple,1,0.037037037,Canopy,-78.20198681,38.6277055
216,FM9,Sweet birch,11,0.407407407,Canopy,-78.20198681,38.6277055
217,FM9,Witch hazel,9,0.333333333,Canopy,-78.20198681,38.6277055
218,GS3,Hickory,2,0.285714286,Canopy,-78.172286,38.545508
219,GS3,Red maple,2,0.285714286,Canopy,-78.172286,38.545508
220,GS3,Red oak,2,0.285714286,Canopy,-78.172286,38.545508
221,GS3,Tulip poplar,1,0.142857143,Canopy,-78.172286,38.545508
222,GS4,Red maple,1,0.142857143,Canopy,-78.169895,38.547087
223,GS4,Tulip poplar,5,0.714285714,Canopy,-78.169895,38.547087
224,GS4,White pine,1,0.142857143,Canopy,-78.169895,38.547087
225,GS5,Blackgum,3,0.333333333,Canopy,-78.178616,38.544055
226,GS5,Chestnut oak,3,0.333333333,Canopy,-78.178616,38.544055
227,GS5,Red maple,1,0.111111111,Canopy,-78.178616,38.544055
228,GS5,Red oak,1,0.111111111,Canopy,-78.178616,38.544055
229,GS5,Tulip poplar,1,0.111111111,Canopy,-78.178616,38.544055
230,GS6,Beech,1,0.1,Canopy,-78.180108,38.543187
231,GS6,Blackgum,2,0.2,Canopy,-78.180108,38.543187
232,GS6,Chestnut oak,1,0.1,Canopy,-78.180108,38.543187
233,GS6,Hickory,1,0.1,Canopy,-78.180108,38.543187
234,GS6,Sweet birch,4,0.4,Canopy,-78.180108,38.543187
235,GS6,Tulip poplar,1,0.1,Canopy,-78.180108,38.543187
236,GS8,Red maple,3,0.5,Canopy,-78.176944,38.542294
237,GS8,Red oak,1,0.166666667,Canopy,-78.176944,38.542294
238,GS8,Tulip poplar,2,0.333333333,Canopy,-78.176944,38.542294
239,HW1,Black oak,2,0.4,Canopy,-78.19969215,38.58467681
240,HW1,Tulip poplar,3,0.6,Canopy,-78.19969215,38.58467681
241,HW10,Hickory,1,0.166666667,Canopy,-78.19806542,38.58738005
242,HW10,Sweet birch,4,0.666666667,Canopy,-78.19806542,38.58738005
243,HW10,Tulip poplar,1,0.166666667,Canopy,-78.19806542,38.58738005
244,HW11,Ailanthus,1,0.142857143,Canopy,-78.19808123,38.58463793
245,HW11,Tulip poplar,4,0.571428571,Canopy,-78.19808123,38.58463793
246,HW11,White oak,2,0.285714286,Canopy,-78.19808123,38.58463793
247,HW12,Hickory,3,0.375,Canopy,-78.19631707,38.58373775
248,HW12,Tulip poplar,3,0.375,Canopy,-78.19631707,38.58373775
249,HW12,Virginia pine,1,0.125,Canopy,-78.19631707,38.58373775
250,HW12,White oak,1,0.125,Canopy,-78.19631707,38.58373775
251,HW3,Black locust,1,0.25,Canopy,-78.19851357,38.58663849
252,HW3,Hickory,1,0.25,Canopy,-78.19851357,38.58663849
253,HW3,Red maple,1,0.25,Canopy,-78.19851357,38.58663849
254,HW3,Tulip poplar,1,0.25,Canopy,-78.19851357,38.58663849
255,HW4,Hickory,1,0.166666667,Canopy,-78.19673378,38.58442414
256,HW4,Red maple,1,0.166666667,Canopy,-78.19673378,38.58442414
257,HW4,Tulip poplar,1,0.166666667,Canopy,-78.19673378,38.58442414
258,HW4,Virginia pine,1,0.166666667,Canopy,-78.19673378,38.58442414
259,HW4,White oak,2,0.333333333,Canopy,-78.19673378,38.58442414
260,HW7,Blackgum,1,0.166666667,Canopy,-78.1954092,38.58320865
261,HW7,Red maple,1,0.166666667,Canopy,-78.1954092,38.58320865
262,HW7,Sweet birch,1,0.166666667,Canopy,-78.1954092,38.58320865
263,HW7,Tulip poplar,1,0.166666667,Canopy,-78.1954092,38.58320865
264,HW7,White oak,1,0.166666667,Canopy,-78.1954092,38.58320865
265,HW7,White pine,1,0.166666667,Canopy,-78.1954092,38.58320865
266,HW9,Sweet birch,2,0.25,Canopy,-78.19471473,38.58482218
267,HW9,Tulip poplar,5,0.625,Canopy,-78.19471473,38.58482218
